"REF_DATE","GEO","DGUID","Income percentiles","Age group","Tax and transfer type","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2002","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121258863","12.2.1.1.13","","F","","","0"
"2003","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121258863","12.2.1.1.13","","F","","","0"
"2004","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121258863","12.2.1.1.13","","F","","","0"
"2005","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121258863","12.2.1.1.13","","F","","","0"
"2006","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121258863","12.2.1.1.13","","F","","","0"
"2007","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121258863","12.2.1.1.13","","F","","","0"
"2008","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121258863","12.2.1.1.13","520","","","","0"
"2009","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121258863","12.2.1.1.13","","F","","","0"
"2010","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121258863","12.2.1.1.13","","F","","","0"
"2011","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121258863","12.2.1.1.13","","F","","","0"
"2012","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121258863","12.2.1.1.13","","F","","","0"
"2013","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121258863","12.2.1.1.13","","F","","","0"
"2014","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121258863","12.2.1.1.13","","F","","","0"
"2015","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121258863","12.2.1.1.13","","F","","","0"
"2016","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121258863","12.2.1.1.13","","F","","","0"
"2017","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121258863","12.2.1.1.13","","F","","","0"
"2018","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121258863","12.2.1.1.13","","F","","","0"
"2019","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121258863","12.2.1.1.13","","F","","","0"
"2020","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121258863","12.2.1.1.13","","F","","","0"
"2021","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121258863","12.2.1.1.13","","F","","","0"
"1992","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"1993","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"1994","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"1995","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"1996","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"1997","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"1998","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"1999","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"2000","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"2001","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"2002","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"2003","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"2004","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"2005","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"2006","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"2007","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"2008","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"2009","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"2010","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"2011","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"2012","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"2013","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"2014","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"2015","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"2016","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"2017","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"2018","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"2019","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"2020","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"2021","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121258864","12.2.1.1.14","","F","","","0"
"1992","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"1993","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"1994","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"1995","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"1996","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"1997","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"1998","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"1999","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"2000","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"2001","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"2002","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"2003","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"2004","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"2005","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"2006","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"2007","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"2008","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"2009","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"2010","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"2011","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"2012","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"2013","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"2014","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"2015","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"2016","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"2017","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"2018","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"2019","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"2020","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"2021","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 15.1% to 20%","Persons","249","units","0","v121258865","12.2.1.1.15","","F","","","0"
"1992","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","x","","","0"
"1993","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"1994","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","x","","","0"
"1995","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"1996","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"1997","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"1998","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"1999","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"2000","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"2001","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"2002","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"2003","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"2004","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"2005","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"2006","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"2007","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"2008","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"2009","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"2010","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"2011","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"2012","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"2013","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"2014","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"2015","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"2016","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"2017","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"2018","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"2019","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"2020","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"2021","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 20.1% to 25%","Persons","249","units","0","v121258866","12.2.1.1.16","","F","","","0"
"1992","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","F","","","0"
"1993","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","565","","","","0"
"1994","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","F","","","0"
"1995","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","F","","","0"
"1996","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","F","","","0"
"1997","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","F","","","0"
"1998","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","F","","","0"
"1999","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","F","","","0"
"2000","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","F","","","0"
"2001","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","F","","","0"
"2002","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","F","","","0"
"2003","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","F","","","0"
"2004","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","F","","","0"
"2005","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","F","","","0"
"2006","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","F","","","0"
"2007","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","F","","","0"
"2008","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","F","","","0"
"2009","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","F","","","0"
"2010","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","F","","","0"
"2011","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","F","","","0"
"2012","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","F","","","0"
"2013","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","F","","","0"
"2014","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","F","","","0"
"2015","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","F","","","0"
